row_id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
HTL22136,2,0,2,1,Meal Plan 2,0,Room_Type 2,117,2017,8,1,Offline,0,0,0,89.75,0,Not_Canceled
HTL22137,2,0,1,3,Meal Plan 1,0,Room_Type 1,332,2018,9,22,Online,0,0,0,77.23,0,Canceled
HTL22138,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled
HTL22139,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,2018,9,16,Online,0,0,0,126.9,1,Not_Canceled
HTL22140,2,0,0,1,Not Selected,0,Room_Type 1,51,2018,9,7,Online,0,0,0,87.3,1,Not_Canceled
HTL22141,2,0,0,1,Meal Plan 1,1,Room_Type 1,61,2017,9,15,Online,0,0,0,98.25,1,Not_Canceled
HTL22142,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
HTL22143,1,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,85.67,0,Not_Canceled
HTL22144,2,0,2,5,Meal Plan 1,0,Room_Type 1,10,2017,8,31,Offline,0,0,0,85.0,0,Not_Canceled
HTL22145,3,0,1,4,Meal Plan 1,0,Room_Type 4,160,2018,8,1,Online,0,0,0,130.05,0,Canceled
HTL22146,2,2,0,2,Meal Plan 1,0,Room_Type 6,30,2018,1,15,Online,0,0,0,150.3,1,Not_Canceled
HTL22147,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
HTL22148,2,0,1,3,Not Selected,0,Room_Type 1,100,2018,5,2,Online,0,0,0,91.38,1,Not_Canceled
HTL22149,2,0,0,3,Meal Plan 1,0,Room_Type 1,123,2018,5,4,Online,0,0,0,105.3,0,Not_Canceled
HTL22150,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52.0,1,Not_Canceled
HTL22151,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,6,30,Online,0,0,0,119.7,1,Not_Canceled
HTL22152,3,0,1,2,Meal Plan 1,0,Room_Type 4,105,2018,8,26,Online,0,0,0,150.3,0,Canceled
HTL22153,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
HTL22154,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
HTL22155,2,0,2,1,Meal Plan 1,0,Room_Type 1,202,2018,5,29,Online,0,0,0,90.0,0,Canceled
HTL22156,2,2,2,3,Meal Plan 1,0,Room_Type 6,37,2018,6,10,Online,0,0,0,211.5,0,Canceled
HTL22157,2,0,0,3,Meal Plan 1,0,Room_Type 1,134,2017,8,13,Online,0,0,0,76.5,2,Not_Canceled
HTL22158,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
HTL22159,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117.0,1,Canceled
HTL22160,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,5,11,Online,0,0,0,96.02,1,Not_Canceled
HTL22161,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,12,10,Corporate,1,0,3,65.0,0,Not_Canceled
HTL22162,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Canceled
HTL22163,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
HTL22164,3,0,0,4,Meal Plan 1,0,Room_Type 4,35,2018,8,16,Online,0,0,0,168.3,2,Not_Canceled
HTL22165,2,2,2,5,Meal Plan 1,0,Room_Type 6,77,2018,3,22,Online,0,0,0,111.72,1,Not_Canceled
HTL22166,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130.0,0,Not_Canceled
HTL22167,2,0,1,2,Not Selected,0,Room_Type 1,191,2018,8,22,Online,0,0,0,94.5,0,Canceled
HTL22168,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,Online,0,0,0,141.0,0,Canceled
HTL22169,2,0,1,3,Not Selected,0,Room_Type 1,40,2018,6,27,Online,0,0,0,102.6,0,Canceled
HTL22170,2,0,2,1,Meal Plan 2,0,Room_Type 1,12,2018,2,7,Online,0,0,0,129.0,0,Canceled
HTL22171,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90.0,0,Not_Canceled
HTL22172,2,0,0,3,Meal Plan 1,0,Room_Type 4,61,2018,9,8,Online,0,0,0,145.4,1,Not_Canceled
HTL22173,2,0,1,0,Meal Plan 1,0,Room_Type 1,16,2018,5,29,Online,0,0,0,111.0,0,Canceled
HTL22174,2,0,0,1,Meal Plan 1,0,Room_Type 1,145,2018,7,1,Offline,0,0,0,72.76,0,Not_Canceled
HTL22175,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
HTL22176,2,0,0,4,Meal Plan 1,0,Room_Type 1,39,2017,11,10,Online,0,0,0,90.95,0,Not_Canceled
HTL22177,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,72.9,0,Canceled
HTL22178,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
HTL22179,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,9,11,Offline,0,0,0,85.5,0,Not_Canceled
HTL22180,1,0,0,1,Not Selected,0,Room_Type 1,53,2018,4,2,Online,0,0,0,75.6,1,Not_Canceled
HTL22181,1,0,1,0,Not Selected,0,Room_Type 1,6,2018,6,12,Online,0,0,0,119.0,1,Canceled
HTL22182,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,4,20,Aviation,0,0,0,110.0,0,Not_Canceled
HTL22183,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2017,10,20,Online,0,0,0,155.0,1,Not_Canceled
HTL22184,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67.0,0,Not_Canceled
HTL22185,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
HTL22186,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,3,4,Offline,0,0,0,40.67,0,Not_Canceled
HTL22187,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2017,10,21,Online,0,0,0,103.5,3,Not_Canceled
HTL22188,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,5,8,Offline,0,0,0,75.0,0,Not_Canceled
HTL22189,2,0,0,1,Meal Plan 1,0,Room_Type 1,38,2018,1,23,Online,0,0,0,80.3,1,Not_Canceled
HTL22190,2,1,0,1,Meal Plan 1,0,Room_Type 4,3,2017,11,28,Offline,0,0,0,77.6,0,Not_Canceled
HTL22191,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
HTL22192,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,7,1,Online,0,0,0,131.4,0,Canceled
HTL22193,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled
HTL22194,2,0,0,3,Meal Plan 1,0,Room_Type 1,285,2018,7,21,Online,0,0,0,95.4,1,Canceled
HTL22195,2,0,0,3,Meal Plan 1,0,Room_Type 1,197,2018,8,25,Offline,0,0,0,112.0,0,Canceled
HTL22196,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,2,5,Online,0,0,0,80.3,1,Not_Canceled
HTL22197,2,0,2,1,Not Selected,0,Room_Type 1,99,2018,7,9,Online,0,0,0,109.5,1,Not_Canceled
HTL22198,2,0,0,1,Meal Plan 1,0,Room_Type 1,118,2018,7,8,Online,0,0,0,88.01,1,Not_Canceled
HTL22199,2,0,2,5,Not Selected,0,Room_Type 1,30,2018,8,15,Online,0,0,0,125.1,1,Not_Canceled
HTL22200,2,0,0,2,Meal Plan 1,0,Room_Type 4,101,2018,7,22,Online,0,0,0,123.3,0,Canceled
HTL22201,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,83.0,0,Not_Canceled
HTL22202,2,1,2,2,Meal Plan 1,0,Room_Type 1,42,2018,3,20,Online,0,0,0,113.6,0,Canceled
HTL22203,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,1,1,Online,0,0,0,71.0,0,Not_Canceled
HTL22204,3,0,1,1,Meal Plan 1,0,Room_Type 4,38,2018,6,18,Offline,0,0,0,122.4,0,Not_Canceled
HTL22205,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,5,Online,0,0,0,143.0,1,Not_Canceled
HTL22206,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
HTL22207,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
HTL22208,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95.0,0,Canceled
HTL22209,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
HTL22210,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2017,9,12,Online,0,0,0,71.4,0,Not_Canceled
HTL22211,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled
HTL22212,2,0,0,4,Meal Plan 1,0,Room_Type 4,22,2017,10,20,Offline,0,0,0,75.0,0,Not_Canceled
HTL22213,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,7,8,Corporate,1,2,4,77.0,0,Not_Canceled
HTL22214,3,0,0,3,Meal Plan 1,0,Room_Type 4,160,2018,7,14,Online,0,0,0,137.7,0,Canceled
HTL22215,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,1,15,Online,0,0,0,72.9,0,Not_Canceled
HTL22216,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2017,12,26,Offline,0,0,0,58.0,1,Not_Canceled
HTL22217,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
HTL22218,2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2017,9,5,Online,0,0,0,116.85,1,Canceled
HTL22219,3,0,1,1,Meal Plan 1,0,Room_Type 4,204,2018,9,12,Online,0,0,0,168.3,2,Canceled
HTL22220,3,0,2,1,Meal Plan 1,0,Room_Type 4,5,2018,8,6,Online,0,0,0,191.0,0,Not_Canceled
HTL22221,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
HTL22222,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70.0,0,Not_Canceled
HTL22223,2,0,0,3,Not Selected,0,Room_Type 1,3,2017,10,22,Online,0,0,0,114.0,1,Not_Canceled
HTL22224,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2018,8,31,Online,0,0,0,110.0,3,Not_Canceled
HTL22225,3,0,1,2,Meal Plan 1,0,Room_Type 4,35,2018,6,27,Online,0,0,0,129.87,0,Canceled
HTL22226,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
HTL22227,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled
HTL22228,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Online,0,0,0,132.0,0,Canceled
HTL22229,2,0,0,2,Meal Plan 1,0,Room_Type 4,110,2018,4,20,Online,0,0,0,90.95,0,Not_Canceled
HTL22230,2,0,0,2,Not Selected,0,Room_Type 1,82,2018,4,8,Online,0,0,0,85.5,1,Not_Canceled
HTL22231,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
HTL22232,2,0,2,2,Meal Plan 1,0,Room_Type 1,184,2018,8,27,Online,0,0,0,90.95,1,Not_Canceled
HTL22233,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,1,10,Online,0,0,0,97.33,1,Not_Canceled
HTL22234,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,2,Online,0,0,0,129.0,1,Not_Canceled
HTL22235,2,1,2,1,Meal Plan 1,0,Room_Type 1,107,2018,5,7,Online,0,0,0,130.0,1,Canceled
HTL22236,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,8,4,Online,0,0,0,145.0,1,Not_Canceled
HTL22237,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,8,16,Online,0,0,0,177.5,1,Not_Canceled
HTL22238,2,0,2,5,Meal Plan 1,0,Room_Type 4,53,2018,9,4,Online,0,0,0,131.14,0,Canceled
HTL22239,2,0,0,1,Meal Plan 1,0,Room_Type 1,19,2018,4,30,Online,0,0,0,141.0,1,Not_Canceled
HTL22240,2,0,1,0,Not Selected,0,Room_Type 4,0,2017,8,17,Online,0,0,0,129.0,0,Not_Canceled
HTL22241,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Online,0,0,0,147.5,0,Canceled
HTL22242,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65.0,1,Not_Canceled
HTL22243,3,0,0,1,Meal Plan 1,0,Room_Type 4,48,2018,9,2,Online,0,0,0,142.2,2,Not_Canceled
HTL22244,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,95.88,1,Not_Canceled
HTL22245,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
HTL22246,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,0,0,0,98.0,0,Not_Canceled
HTL22247,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,9,24,Online,0,0,0,149.0,1,Canceled
HTL22248,2,0,0,1,Not Selected,0,Room_Type 1,57,2018,9,7,Online,0,0,0,87.3,3,Not_Canceled
HTL22249,2,0,2,5,Meal Plan 1,0,Room_Type 1,139,2018,8,22,Online,0,0,0,107.87,1,Not_Canceled
HTL22250,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,4,12,Online,0,0,0,81.08,1,Not_Canceled
HTL22251,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,1,20,Online,0,0,0,81.0,0,Not_Canceled
HTL22252,2,0,0,4,Meal Plan 1,0,Room_Type 2,204,2018,7,12,Online,0,0,0,81.81,0,Canceled
HTL22253,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,8,19,Complementary,0,0,0,0.0,0,Not_Canceled
HTL22254,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
HTL22255,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,9,28,Offline,0,0,0,101.52,0,Not_Canceled
HTL22256,2,0,2,4,Meal Plan 1,0,Room_Type 1,135,2018,9,8,Offline,0,0,0,80.75,0,Not_Canceled
HTL22257,2,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,2,13,Online,0,0,0,91.0,0,Not_Canceled
HTL22258,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,6,27,Online,0,0,0,127.0,1,Not_Canceled
HTL22259,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled
HTL22260,2,0,2,0,Meal Plan 1,1,Room_Type 1,47,2017,12,6,Online,0,0,0,115.2,1,Not_Canceled
HTL22261,2,0,1,5,Meal Plan 2,0,Room_Type 1,21,2018,1,4,Offline,0,0,0,92.0,0,Not_Canceled
HTL22262,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,5,Online,0,0,0,80.0,0,Not_Canceled
HTL22263,2,0,1,0,Meal Plan 1,0,Room_Type 1,184,2018,7,10,Online,0,0,0,105.3,1,Canceled
HTL22264,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
HTL22265,2,2,0,3,Meal Plan 1,0,Room_Type 6,136,2018,5,26,Online,0,0,0,198.9,0,Canceled
HTL22266,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,11,Offline,0,0,0,141.0,0,Not_Canceled
HTL22267,2,0,1,3,Meal Plan 1,0,Room_Type 1,193,2017,9,28,Online,0,0,0,149.81,1,Canceled
HTL22268,2,0,0,4,Meal Plan 1,0,Room_Type 1,132,2018,7,5,Online,0,0,0,105.83,0,Canceled
HTL22269,2,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,104.0,0,Not_Canceled
HTL22270,2,0,1,2,Not Selected,0,Room_Type 1,1,2018,7,4,Online,0,0,0,107.03,1,Not_Canceled
HTL22271,3,0,4,6,Meal Plan 1,0,Room_Type 4,10,2018,6,12,Online,0,0,0,169.0,0,Canceled
HTL22272,1,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,87.0,0,Not_Canceled
HTL22273,1,0,2,1,Meal Plan 1,0,Room_Type 1,125,2018,8,7,Online,0,0,0,108.9,0,Canceled
HTL22274,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
HTL22275,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2017,10,1,Online,0,0,0,111.6,0,Not_Canceled
HTL22276,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,2017,12,30,Online,0,0,0,122.5,1,Not_Canceled
HTL22277,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,72.0,1,Not_Canceled
HTL22278,2,0,0,2,Not Selected,0,Room_Type 1,31,2018,9,8,Online,0,0,0,112.59,2,Not_Canceled
HTL22279,2,2,1,5,Meal Plan 1,0,Room_Type 6,219,2018,8,8,Online,0,0,0,158.95,0,Canceled
HTL22280,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,2017,11,23,Online,0,0,0,65.45,2,Not_Canceled
HTL22281,2,0,2,2,Meal Plan 1,0,Room_Type 4,33,2018,3,13,Online,0,0,0,95.4,0,Not_Canceled
HTL22282,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,5,16,Corporate,0,0,0,98.32,0,Not_Canceled
HTL22283,3,0,2,1,Meal Plan 1,0,Room_Type 4,149,2018,8,20,Online,0,0,0,137.7,0,Canceled
HTL22284,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,8,28,Online,0,0,0,111.83,0,Canceled
HTL22285,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,14,Corporate,1,0,5,65.0,1,Not_Canceled
HTL22286,1,0,0,2,Meal Plan 1,0,Room_Type 1,136,2018,8,26,Online,0,0,0,90.9,0,Not_Canceled
HTL22287,2,0,2,3,Meal Plan 1,0,Room_Type 1,71,2018,6,26,Online,0,0,0,107.1,0,Canceled
HTL22288,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,1,19,Corporate,0,0,0,66.0,0,Not_Canceled
HTL22289,3,0,2,4,Meal Plan 1,0,Room_Type 4,202,2018,8,24,Online,0,0,0,127.22,2,Canceled
HTL22290,2,1,0,4,Meal Plan 2,0,Room_Type 1,91,2018,5,4,Offline,0,0,0,127.5,1,Not_Canceled
HTL22291,2,0,0,3,Meal Plan 1,0,Room_Type 4,12,2018,3,2,Online,0,0,0,109.33,0,Canceled
HTL22292,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,6,16,Online,0,0,0,141.0,0,Not_Canceled
HTL22293,2,2,0,2,Meal Plan 1,1,Room_Type 6,78,2018,4,7,Online,0,0,0,177.3,2,Not_Canceled
HTL22294,2,0,1,2,Not Selected,0,Room_Type 1,126,2018,7,11,Online,0,0,0,73.12,0,Canceled
HTL22295,2,2,0,2,Meal Plan 1,0,Room_Type 6,210,2018,7,27,Offline,0,0,0,146.0,0,Canceled
HTL22296,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled
HTL22297,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2018,4,28,Online,0,0,0,116.7,0,Canceled
HTL22298,2,0,1,2,Not Selected,0,Room_Type 1,10,2017,9,21,Online,0,0,0,117.04,1,Canceled
HTL22299,2,0,0,2,Meal Plan 1,0,Room_Type 1,72,2017,11,13,Online,0,0,0,72.25,1,Canceled
HTL22300,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,5,25,Online,0,0,0,108.9,0,Not_Canceled
HTL22301,2,0,1,3,Meal Plan 1,0,Room_Type 1,82,2018,9,22,Offline,0,0,0,95.0,0,Canceled
HTL22302,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,2,22,Online,0,0,0,83.9,1,Not_Canceled
HTL22303,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
HTL22304,2,0,0,2,Not Selected,0,Room_Type 1,221,2018,8,17,Online,0,0,0,85.5,0,Canceled
HTL22305,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
HTL22306,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
HTL22307,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
HTL22308,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,2,12,Online,0,0,0,78.3,1,Canceled
HTL22309,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,7,Online,0,0,0,151.0,0,Canceled
HTL22310,2,0,0,3,Not Selected,0,Room_Type 1,99,2018,7,6,Online,0,0,0,103.5,1,Not_Canceled
HTL22311,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,12,5,Complementary,1,2,0,0.0,2,Not_Canceled
HTL22312,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,1,Not_Canceled
HTL22313,2,0,2,4,Meal Plan 1,0,Room_Type 1,163,2017,8,19,Online,0,0,0,76.5,2,Not_Canceled
HTL22314,1,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,108.0,0,Not_Canceled
HTL22315,2,0,2,5,Meal Plan 1,0,Room_Type 4,56,2018,3,6,Online,0,0,0,82.45,0,Canceled
HTL22316,2,2,2,1,Meal Plan 2,0,Room_Type 6,4,2018,2,6,Online,0,0,0,198.0,0,Not_Canceled
HTL22317,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
HTL22318,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Online,0,0,0,137.0,0,Canceled
HTL22319,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
HTL22320,2,0,0,3,Meal Plan 1,0,Room_Type 1,95,2018,3,22,Offline,0,0,0,38.67,1,Not_Canceled
HTL22321,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2018,1,23,Offline,0,0,0,66.0,0,Not_Canceled
HTL22322,2,0,1,1,Meal Plan 1,0,Room_Type 1,12,2017,12,5,Offline,0,0,0,64.0,1,Not_Canceled
HTL22323,2,0,0,0,Meal Plan 1,0,Room_Type 1,0,2018,6,22,Complementary,0,0,0,0.0,1,Not_Canceled
HTL22324,2,0,2,1,Meal Plan 1,0,Room_Type 1,129,2018,9,11,Offline,0,0,0,80.75,0,Not_Canceled
HTL22325,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
HTL22326,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Online,0,0,0,95.0,0,Canceled
HTL22327,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,8,19,Online,0,0,0,148.0,1,Not_Canceled
HTL22328,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,4,30,Online,0,0,0,97.71,0,Not_Canceled
HTL22329,1,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,6,21,Online,0,0,0,94.5,1,Not_Canceled
HTL22330,2,0,0,2,Meal Plan 1,0,Room_Type 4,89,2018,7,14,Online,0,0,0,127.8,1,Canceled
HTL22331,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2017,9,17,Online,0,0,0,152.0,2,Not_Canceled
HTL22332,2,0,3,5,Meal Plan 1,0,Room_Type 1,21,2017,8,31,Online,0,0,0,103.13,0,Not_Canceled
HTL22333,2,0,0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,5,Online,0,0,0,119.0,2,Not_Canceled
HTL22334,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,3,4,Online,0,0,0,73.1,1,Not_Canceled
HTL22335,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,1,30,Online,0,0,0,89.0,1,Not_Canceled
HTL22336,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,Canceled
HTL22337,2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2017,8,29,Online,0,0,0,97.5,1,Canceled
HTL22338,1,0,2,0,Not Selected,0,Room_Type 1,13,2018,9,11,Online,0,0,0,99.0,1,Not_Canceled
HTL22339,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,10,27,Corporate,1,0,1,65.0,0,Not_Canceled
HTL22340,2,0,0,2,Meal Plan 1,0,Room_Type 4,85,2018,5,26,Online,0,0,0,140.4,1,Canceled
HTL22341,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
HTL22342,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,3,2,Offline,0,0,0,56.0,0,Not_Canceled
HTL22343,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,6,13,Online,0,0,0,111.0,1,Not_Canceled
HTL22344,1,1,0,1,Meal Plan 1,0,Room_Type 1,159,2018,8,5,Online,0,0,0,118.3,0,Canceled
HTL22345,2,0,1,2,Meal Plan 2,0,Room_Type 2,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
HTL22346,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
HTL22347,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2017,9,19,Corporate,0,0,0,120.0,0,Not_Canceled
HTL22348,3,0,2,0,Meal Plan 1,0,Room_Type 4,67,2018,6,26,Online,0,0,0,132.3,2,Not_Canceled
HTL22349,2,0,0,1,Not Selected,0,Room_Type 1,50,2018,6,28,Online,0,0,0,82.47,1,Not_Canceled
HTL22350,1,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Online,0,0,0,0.0,0,Canceled
HTL22351,2,0,0,2,Meal Plan 1,0,Room_Type 4,9,2018,9,29,Corporate,0,0,0,99.0,0,Not_Canceled
