Guest_ID,Stay_Duration_Days,Daily_Spend_ADR,Total_Spend
G3713,2,310.73,621.46
G1943,6,115.83,694.97
G5005,2,346.27,692.53
G1744,7,119.15,834.03
G5011,1,333.1,333.1
G0448,5,106.95,534.75
G5250,2,326.13,652.27
G4652,1,333.52,333.52
G4108,1,328.39,328.39
G1676,5,105.37,526.87
G4460,1,355.16,355.16
G5809,2,346.1,692.2
G5146,1,343.47,343.47
G0952,6,106.66,639.94
G5276,2,341.64,683.27
G4302,1,315.34,315.34
G1171,6,99.57,597.43
G1150,5,117.44,587.18
G2592,5,112.46,562.3
G3273,1,314.98,314.98
G0904,7,105.57,739.02
G3086,1,323.94,323.94
G2964,4,101.24,404.98
G5822,2,308.78,617.57
G3861,1,339.08,339.08
G3766,2,325.47,650.95
G4676,1,322.35,322.35
G5515,1,329.4,329.4
G4928,2,322.46,644.91
G2835,5,116.84,584.22
G1122,7,113.63,795.39
G3719,3,338.92,1016.77
G5116,1,337.34,337.34
G0521,4,120.03,480.11
G0386,6,109.36,656.16
G1742,5,119.96,599.79
G3983,1,337.89,337.89
G2487,5,116.34,581.71
G4980,1,335.73,335.73
G0225,5,117.84,589.19
G5026,1,353.97,353.97
G1139,6,123.91,743.48
G3944,2,357.47,714.94
G3182,1,324.17,324.17
G0864,7,112.84,789.91
G4718,2,341.23,682.47
G2450,5,100.93,504.65
G3600,3,325.14,975.41
G0160,6,118.13,708.79
G2936,7,119.42,835.92
G0439,4,102.12,408.47
G4878,2,344.76,689.51
G4867,2,332.67,665.33
G0169,5,114.03,570.17
G1143,5,118.81,594.07
G2011,4,130.98,523.93
G0483,4,111.39,445.55
G2949,5,98.33,491.66
G4673,2,316.91,633.82
G1200,7,120.71,844.98
G3886,1,313.58,313.58
G0601,6,106.76,640.56
G4874,1,339.15,339.15
G4259,1,323.46,323.46
G1113,6,130.59,783.53
G0682,4,111.06,444.26
G1624,5,122.72,613.59
G2464,4,107.52,430.08
G5007,2,323.0,646.0
G2519,5,102.6,513.02
G3033,2,337.34,674.68
G1996,7,114.51,801.57
G5846,1,328.37,328.37
G2136,5,115.5,577.51
G3164,1,346.02,346.02
G1107,6,112.06,672.35
G0657,6,115.07,690.43
G1366,5,135.98,679.9
G5364,1,331.46,331.46
G5923,1,332.01,332.01
G3935,2,330.9,661.8
G1732,5,114.5,572.51
G2133,6,118.93,713.56
G3022,2,354.12,708.24
G2587,4,108.56,434.23
G0460,4,103.28,413.13
G3642,3,335.61,1006.83
G5106,1,301.88,301.88
G4770,2,360.1,720.19
G5076,2,332.92,665.85
G4239,1,307.41,307.41
G3336,2,327.19,654.38
G3456,1,319.02,319.02
G3397,2,339.55,679.11
G5800,2,307.63,615.27
G1397,4,105.99,423.97
G5436,2,311.88,623.75
G3318,1,315.04,315.04
G4755,2,321.29,642.58
G4384,1,331.5,331.5
G1478,6,122.57,735.39
G4376,3,338.63,1015.89
G4694,1,328.67,328.67
G2423,5,124.26,621.3
G3036,2,335.93,671.86
G4736,1,281.51,281.51
G1202,5,104.1,520.49
G3829,1,337.84,337.84
G0189,5,123.93,619.65
G3107,3,341.38,1024.15
G2706,7,94.14,658.99
G4831,1,351.54,351.54
G2663,6,115.07,690.44
G0388,7,115.78,810.47
G1530,4,109.49,437.96
G1979,5,118.9,594.48
G4979,2,346.34,692.68
G3608,2,336.51,673.03
G5551,1,348.8,348.8
G5156,1,346.69,346.69
G0293,5,127.77,638.85
G2338,6,106.98,641.91
G4787,2,345.86,691.72
G2397,5,117.4,586.98
G4608,1,328.36,328.36
G5403,2,320.42,640.83
G1947,6,107.6,645.61
G1941,6,120.87,725.24
G0222,4,122.57,490.3
G3593,2,348.79,697.57
G2421,7,115.34,807.37
G5849,1,295.75,295.75
G4284,1,333.5,333.5
G0011,5,114.06,570.32
G2976,6,108.61,651.68
G1664,5,110.29,551.43
G5038,1,336.49,336.49
G3607,1,287.97,287.97
G5366,2,339.74,679.47
G3085,1,350.63,350.63
G3688,1,307.15,307.15
G0099,6,113.7,682.23
G4085,1,338.99,338.99
G1076,5,116.13,580.66
G0805,5,106.07,530.36
G4832,2,334.27,668.54
G4115,2,325.78,651.56
G3891,2,348.78,697.56
G1398,5,105.36,526.79
G5658,2,346.39,692.78
G5565,1,346.04,346.04
G2612,4,132.67,530.66
G4872,3,334.23,1002.69
G3360,1,334.64,334.64
G3143,1,333.73,333.73
G0780,6,114.14,684.84
G1586,6,126.93,761.59
G5796,1,321.72,321.72
G2659,6,128.78,772.71
G3680,1,329.89,329.89
G5264,1,309.49,309.49
G2922,6,116.61,699.68
G5567,2,332.77,665.54
G2021,6,114.42,686.53
G4597,1,337.49,337.49
G3296,2,315.08,630.15
G1030,4,123.02,492.09
G1887,5,107.28,536.41
G3181,2,328.57,657.15
G2104,7,115.78,810.47
G4595,2,335.04,670.08
G4451,1,336.83,336.83
G5663,2,353.22,706.44
G5893,1,316.31,316.31
G4447,2,341.6,683.21
G4334,2,327.75,655.49
G1112,6,107.23,643.36
G1995,6,108.43,650.56
G4196,2,338.48,676.97
G3547,1,340.07,340.07
G0056,6,106.43,638.59
G2433,5,116.07,580.35
G5862,2,314.77,629.54
G1335,6,119.73,718.38
G1000,6,118.61,711.64
G0462,6,133.97,803.84
G0008,6,99.53,597.16
G0610,7,110.85,775.94
G5913,1,327.98,327.98
G4617,2,335.6,671.21
G0235,8,102.2,817.56
G4078,3,313.83,941.48
G5626,2,302.63,605.25
G2870,7,111.13,777.94
G5237,2,310.3,620.59
G0620,6,123.95,743.68
G4164,1,328.47,328.47
G2649,6,129.48,776.87
G2391,4,108.01,432.02
G1086,6,112.76,676.54
G4766,1,343.99,343.99
G3474,1,322.38,322.38
G2242,6,106.58,639.45
G0519,6,127.8,766.77
G2055,4,102.83,411.34
G2405,7,106.48,745.39
G0198,6,96.17,577.01
G4273,2,359.53,719.06
G5836,1,330.29,330.29
G3653,1,332.89,332.89
G5337,1,333.44,333.44
G0128,5,128.18,640.92
G2155,4,106.31,425.23
G1118,5,96.1,480.5
G0557,5,121.41,607.03
G3578,1,341.3,341.3
G3365,2,346.66,693.33
G4039,1,339.28,339.28
G1039,6,114.78,688.66
G3753,1,313.87,313.87
G5702,1,339.42,339.42
G4931,2,323.89,647.79
G2673,6,108.59,651.53
G5061,2,312.28,624.56
G0958,6,112.6,675.63
G4097,3,340.1,1020.29
G5017,1,327.38,327.38
G2400,6,118.11,708.69
G0671,7,125.29,877.06
G0965,5,108.92,544.59
G0528,6,135.68,814.07
G4382,2,344.25,688.5
G4117,3,336.67,1010.01
G3806,1,310.33,310.33
G5787,2,320.16,640.32
G5274,1,341.75,341.75
G0002,5,106.4,531.98
G1864,4,101.49,405.98
G2920,7,104.01,728.07
G2984,6,118.93,713.57
G0263,2,105.95,211.91
G5578,1,337.03,337.03
G1390,5,120.85,604.26
G5390,1,325.8,325.8
G3486,3,349.43,1048.28
G2174,6,105.05,630.29
G1463,5,123.43,617.16
G3580,1,324.92,324.92
G2636,7,122.07,854.49
G4300,2,336.69,673.37
G0504,6,115.51,693.07
G0361,6,103.47,620.8
G4486,1,331.08,331.08
G0298,6,105.54,633.27
G5666,2,318.69,637.39
G2823,5,103.85,519.26
G5795,1,349.84,349.84
G2556,6,100.49,602.94
G4329,1,337.74,337.74
G0560,5,102.01,510.04
G5291,1,341.03,341.03
G5717,2,335.57,671.13
G4231,1,344.33,344.33
G2858,5,109.82,549.1
G0929,7,103.21,722.44
G1332,7,103.46,724.24
G5802,1,330.51,330.51
G0104,5,125.71,628.53
G5480,1,311.61,311.61
G0859,5,107.76,538.8
G4461,1,311.0,311.0
G4570,1,354.44,354.44
G1297,6,104.45,626.69
G4481,1,346.6,346.6
G2023,7,113.14,791.99
G5952,1,291.71,291.71
G0559,6,113.87,683.21
G0829,5,126.82,634.09
G4184,1,339.28,339.28
G5441,1,329.71,329.71
G0778,5,102.72,513.58
G1116,6,111.27,667.64
G3140,2,341.95,683.89
G2948,3,126.66,379.98
G4586,1,310.99,310.99
G3058,2,328.28,656.55
G0203,7,117.22,820.56
G4970,2,337.12,674.24
G4941,1,313.25,313.25
G3674,2,305.98,611.96
G0681,6,103.8,622.83
G2435,6,121.88,731.28
G4643,1,346.04,346.04
G5495,1,348.94,348.94
G2742,6,105.07,630.45
G5417,1,329.48,329.48
G2240,6,123.38,740.27
G0526,4,103.26,413.04
G1446,5,107.39,536.93
G2262,6,107.21,643.26
G2042,5,98.08,490.39
G2815,7,90.65,634.53
G5568,2,326.28,652.56
G1954,5,124.7,623.48
G4474,2,315.7,631.41
G2947,6,108.99,653.93
G2044,6,106.87,641.23
G0094,5,119.2,595.98
G3784,1,334.85,334.85
G4319,2,346.99,693.99
G3373,2,321.15,642.3
G1006,6,120.93,725.55
G1465,5,109.2,546.0
G3885,2,338.17,676.33
G2398,4,122.33,489.32
G1866,4,98.15,392.61
G2674,5,143.24,716.22
G1067,4,116.89,467.57
G4702,1,339.19,339.19
G3762,1,317.14,317.14
G2573,5,111.56,557.8
G0784,6,103.28,619.67
G3059,3,307.77,923.3
G1953,5,122.9,614.5
G0527,4,113.02,452.08
G5140,2,327.26,654.51
G4325,2,332.73,665.47
G2445,5,122.56,612.78
G4846,2,326.89,653.79
G1064,4,118.19,472.74
G1120,7,104.6,732.21
G0363,5,97.06,485.31
G5847,1,345.49,345.49
G4165,1,292.85,292.85
G5427,2,280.18,560.37
G5871,2,355.13,710.27
G4820,2,355.58,711.16
G0359,6,119.58,717.49
G0618,6,112.16,672.95
G3955,1,333.81,333.81
G1381,6,116.57,699.43
G2062,5,125.47,627.35
G2696,7,120.24,841.68
G2370,7,130.89,916.23
G2590,5,130.4,652.02
G2031,6,102.64,615.83
G2641,7,122.86,860.05
G4396,1,317.11,317.11
G3228,2,320.59,641.19
G1079,7,111.12,777.82
G0364,6,101.45,608.67
G4495,1,319.41,319.41
G4821,2,315.14,630.28
G1342,6,116.92,701.51
G5330,1,323.12,323.12
G0922,4,117.24,468.97
G2226,7,104.27,729.87
G1283,6,126.59,759.56
G5968,2,353.16,706.32
G3415,2,311.63,623.27
G2039,5,131.24,656.19
G4479,3,358.51,1075.53
G2764,5,100.95,504.76
G3281,2,347.15,694.31
G0687,5,139.85,699.26
G0686,6,106.49,638.97
G0141,6,123.47,740.81
G5918,1,342.62,342.62
G4075,2,343.77,687.53
G3040,2,329.89,659.78
G3204,3,325.76,977.28
G2305,7,112.43,786.99
G4885,2,342.99,685.97
G0165,6,103.46,620.74
G4006,2,318.43,636.87
G2177,4,101.98,407.94
G4379,2,327.42,654.85
G0598,5,125.07,625.36
G1955,5,118.27,591.34
G2524,5,108.85,544.27
G0237,3,125.07,375.22
G0977,5,120.06,600.31
G4433,2,334.73,669.47
G4473,1,322.54,322.54
G1138,4,118.38,473.52
G0479,9,126.54,1138.82
G5286,2,319.06,638.12
G5008,2,318.95,637.89
G5415,1,330.52,330.52
G5255,2,325.43,650.86
G2638,6,104.92,629.53
G4009,2,317.29,634.57
G3652,1,340.15,340.15
G5987,1,331.16,331.16
G4104,1,319.9,319.9
G1093,6,113.87,683.19
G2887,5,107.63,538.13
G3499,1,330.99,330.99
G5241,2,326.76,653.53
G4000,2,339.67,679.33
G1173,6,110.16,660.95
G4733,1,322.23,322.23
G3851,1,320.41,320.41
G4784,3,342.12,1026.35
G2163,6,114.08,684.48
G4767,3,284.72,854.16
G4986,1,332.93,332.93
G4628,2,319.29,638.58
G5295,2,303.43,606.86
G0648,5,117.13,585.64
G0971,6,111.03,666.17
G0163,7,110.41,772.86
G5942,3,341.86,1025.58
G4058,1,304.77,304.77
G5283,2,325.38,650.75
G0791,6,120.86,725.17
G4437,1,307.25,307.25
G0582,5,128.31,641.57
G4293,1,316.8,316.8
G4809,2,320.4,640.8
G2818,6,116.76,700.57
G5270,2,348.55,697.09
G3990,1,318.44,318.44
G1010,5,121.33,606.67
G5426,1,324.45,324.45
G0051,6,101.28,607.7
G0211,6,126.83,761.01
G3330,2,339.1,678.2
G5057,2,317.41,634.81
G3405,2,339.35,678.71
G0006,5,101.65,508.23
G1670,6,115.36,692.13
G3830,1,320.2,320.2
G3796,2,348.68,697.35
G2401,5,103.12,515.61
G3756,1,345.7,345.7
G3227,1,322.63,322.63
G5343,3,322.8,968.39
G0327,7,114.98,804.83
G5398,2,317.95,635.9
G5327,1,332.0,332.0
G1187,5,138.49,692.45
G4963,1,318.78,318.78
G5105,1,340.18,340.18
G0895,7,111.07,777.49
G5151,2,328.89,657.78
G5213,1,340.13,340.13
G0665,5,126.93,634.64
G4555,2,345.14,690.29
G0670,7,118.39,828.71
G4549,2,324.19,648.38
G2195,6,96.53,579.21
G0650,6,110.69,664.13
G5513,2,319.97,639.95
G0218,5,109.76,548.78
G3919,3,327.19,981.58
G0199,6,111.28,667.66
G0590,5,111.04,555.19
G1775,5,91.8,458.98
G2700,7,121.13,847.9
G1359,4,120.91,483.66
G4877,1,340.01,340.01
G1974,6,94.14,564.85
G5093,1,329.07,329.07
G3144,2,324.13,648.27
G4270,1,337.58,337.58
G4366,2,339.69,679.37
G4695,2,340.27,680.54
G2946,4,123.34,493.34
G4816,2,324.91,649.83
G0276,6,128.55,771.33
G4720,1,333.02,333.02
G0019,5,110.49,552.44
G2070,6,117.89,707.35
G2846,4,109.55,438.19
G5386,1,327.59,327.59
G4715,2,326.32,652.64
G2406,7,115.06,805.44
G5508,1,324.73,324.73
G5019,3,310.02,930.06
G0387,6,106.84,641.03
G2293,6,100.04,600.23
G0411,6,108.25,649.5
G4594,1,342.53,342.53
G2012,5,122.34,611.68
G3408,2,323.6,647.2
G1824,5,114.86,574.3
G2886,5,131.72,658.61
G2364,7,105.72,740.07
G5832,1,320.75,320.75
G4748,2,315.88,631.76
G2979,6,117.4,704.39
G2662,5,105.78,528.88
G2331,5,109.61,548.06
G3869,1,335.7,335.7
G2597,5,119.09,595.47
G1045,5,124.32,621.62
G4758,3,328.17,984.52
G3066,1,324.49,324.49
G4944,2,324.79,649.59
G5961,2,330.27,660.53
G3988,3,303.36,910.08
G4086,1,332.64,332.64
G3544,1,321.47,321.47
G3549,2,320.59,641.17
G2462,6,121.6,729.58
G3102,2,345.33,690.66
G3416,1,316.61,316.61
G1477,5,110.39,551.94
G3263,1,339.17,339.17
G5225,2,342.9,685.81
G2367,5,128.63,643.16
G4936,2,313.95,627.89
G4692,1,343.08,343.08
G5850,2,326.8,653.6
G0135,5,115.41,577.07
G4591,1,325.81,325.81
G4616,1,334.42,334.42
G2978,5,121.23,606.15
G5399,2,329.43,658.86
G3352,1,337.2,337.2
G0436,6,123.89,743.34
G3201,1,354.96,354.96
G2996,6,116.71,700.29
G2182,5,110.54,552.68
G0765,7,117.26,820.8
G4756,2,329.95,659.9
G5409,1,325.28,325.28
G2883,5,121.72,608.61
G4685,2,306.34,612.68
G5311,1,328.11,328.11
G3327,1,318.04,318.04
G1178,5,118.07,590.35
G0575,6,102.3,613.8
G0606,7,107.09,749.64
G0317,6,114.46,686.77
G3594,1,347.05,347.05
G0147,4,107.92,431.69
G0073,5,117.02,585.12
G1707,6,129.07,774.42
G2304,6,120.54,723.21
G4500,1,332.03,332.03
G4035,2,300.35,600.7
G0792,6,110.88,665.26
G4439,1,354.25,354.25
G5956,2,322.64,645.27
G0468,6,116.32,697.92
G1754,4,110.93,443.72
G4012,2,342.77,685.54
G5035,1,316.83,316.83
G4644,2,326.88,653.75
G2260,6,135.23,811.36
G4860,2,321.99,643.98
G4851,3,317.03,951.1
G4467,1,317.71,317.71
G0572,7,128.12,896.84
G0423,5,119.26,596.29
G0820,7,103.16,722.12
G0368,6,116.78,700.67
G1003,6,115.18,691.08
G5528,2,335.91,671.82
G3487,1,327.57,327.57
G2157,5,116.37,581.87
G2041,5,119.99,599.95
G3138,1,345.75,345.75
G5027,1,333.25,333.25
G5484,1,322.8,322.8
G5234,1,327.84,327.84
G1353,6,112.51,675.06
G4964,2,334.37,668.75
G3112,1,338.1,338.1
G2514,5,117.59,587.94
G5949,2,317.63,635.25
G1875,7,108.92,762.44
G0092,6,122.6,735.58
G2707,6,124.74,748.42
G2992,6,118.06,708.38
G5580,2,319.21,638.42
G5716,2,304.93,609.86
G4435,1,333.77,333.77
G0077,6,122.75,736.51
G2533,6,128.16,768.93
G4014,2,323.01,646.02
G2929,7,126.81,887.67
G4348,1,350.98,350.98
G1860,6,113.58,681.51
G2496,6,102.24,613.46
G5278,2,330.17,660.34
G5848,2,310.35,620.7
G4047,2,336.76,673.52
G2506,5,123.42,617.09
G4346,1,319.9,319.9
G2346,7,131.75,922.24
G1993,7,113.85,796.96
G3631,1,360.07,360.07
G5212,2,328.78,657.56
G5443,1,321.84,321.84
G4243,1,322.82,322.82
G2467,5,117.94,589.68
G5468,2,331.7,663.4
G2892,3,122.15,366.46
G3872,2,311.58,623.17
G4760,1,316.45,316.45
G1117,8,112.57,900.58
G5127,2,314.73,629.45
G0825,5,108.3,541.49
G5622,2,349.88,699.77
G2529,8,113.21,905.66
G3941,1,321.49,321.49
G1019,5,109.82,549.12
G1058,7,119.49,836.4
G5044,2,346.13,692.25
G1012,6,100.94,605.67
G0310,5,115.0,574.98
G0814,6,115.98,695.86
G1536,4,108.62,434.5
G2841,6,118.58,711.5
G1035,5,106.91,534.53
G4746,1,328.91,328.91
G2271,6,127.91,767.45
G0697,6,109.28,655.7
G3131,2,348.31,696.62
G3274,1,345.5,345.5
G4339,2,322.08,644.17
G5793,2,353.64,707.27
G1214,6,96.41,578.44
G1009,7,110.12,770.82
G1452,7,110.02,770.17
G0120,6,131.55,789.32
G2621,6,111.8,670.78
G4529,1,346.96,346.96
G2791,6,98.74,592.47
G5681,1,315.14,315.14
G3306,2,344.06,688.12
G3161,2,321.88,643.76
G1421,6,128.7,772.18
G2785,5,113.62,568.1
G5197,2,301.31,602.61
G3554,1,326.6,326.6
G3822,3,335.92,1007.77
G5254,1,340.19,340.19
G5349,2,350.77,701.54
G2921,5,127.52,637.61
G1500,6,103.06,618.35
G1326,4,125.36,501.45
G2078,7,125.37,877.6
G5245,1,349.46,349.46
G1321,6,114.8,688.81
G2668,4,122.17,488.66
G2296,6,113.31,679.85
G5974,2,317.82,635.63
G5906,1,368.7,368.7
G0182,5,120.22,601.11
G3585,2,347.24,694.48
G1889,5,117.27,586.37
G4399,2,325.92,651.85
G5217,2,346.57,693.13
G3104,2,350.67,701.34
G0758,6,135.42,812.52
G2933,5,116.03,580.15
G1455,6,127.68,766.06
G2747,6,111.16,666.97
G2710,7,133.99,937.91
G4016,2,330.62,661.25
G4020,2,356.92,713.84
G2409,6,112.95,677.68
G0733,6,94.82,568.89
G4150,1,324.1,324.1
G1414,8,90.02,720.16
G0840,5,111.9,559.48
G1563,3,106.04,318.11
G2322,6,103.02,618.1
G5051,1,351.67,351.67
G1878,5,119.32,596.61
G3633,1,325.53,325.53
G5975,2,320.05,640.1
G1451,6,110.05,660.3
G3908,1,364.84,364.84
G5900,2,345.56,691.12
G1164,4,96.64,386.55
G5088,1,329.36,329.36
G3624,1,343.38,343.38
G3966,2,337.52,675.03
G5350,2,333.78,667.56
G3077,1,324.96,324.96
G0181,6,124.78,748.71
G2045,5,123.28,616.4
G5569,2,338.55,677.1
G2824,4,126.97,507.88
G4494,2,319.74,639.47
G4535,1,305.66,305.66
G5033,2,304.99,609.97
G1524,5,135.75,678.75
G3817,1,331.71,331.71
G5690,2,349.61,699.21
G5938,3,321.42,964.26
G1494,6,110.41,662.48
G0470,5,112.81,564.07
G0996,5,115.28,576.42
G2167,5,109.96,549.82
G1912,8,128.25,1026.02
G1028,6,112.4,674.41
G3332,1,325.35,325.35
G3238,2,304.93,609.87
G1424,5,124.46,622.29
G3407,1,312.03,312.03
G3658,2,302.37,604.74
G0254,7,125.58,879.07
G2608,3,111.21,333.64
G2983,6,134.91,809.48
G1796,5,102.36,511.8
G4763,1,325.2,325.2
G4645,2,318.18,636.37
G5078,2,314.13,628.26
G5001,1,312.33,312.33
G0334,5,120.74,603.7
G3257,2,317.46,634.92
G2507,8,104.49,835.9
G5648,1,329.03,329.03
G2314,6,116.88,701.31
G1193,5,127.84,639.2
G4681,2,317.51,635.03
G2997,6,126.53,759.16
G3402,1,324.1,324.1
G5614,1,316.24,316.24
G2020,4,118.98,475.93
G1420,6,92.82,556.9
G1447,5,106.22,531.09
G4904,1,338.23,338.23
G0062,5,111.67,558.36
G5874,1,317.08,317.08
G3773,1,308.63,308.63
G2310,6,105.21,631.28
G3899,1,354.19,354.19
G4463,1,319.7,319.7
G1847,7,93.22,652.53
G3072,1,322.19,322.19
G5741,1,329.72,329.72
G0754,7,110.52,773.62
G2484,5,115.37,576.84
G1968,5,126.19,630.96
G0138,5,104.79,523.94
G3384,1,314.92,314.92
G4478,2,347.29,694.59
G0044,5,117.24,586.21
G0352,7,111.59,781.14
G0156,5,98.69,493.44
G1265,6,114.4,686.41
G3967,1,322.7,322.7
G5860,1,330.42,330.42
G1827,4,115.85,463.38
G2759,4,109.81,439.25
G2605,5,119.19,595.94
G0241,5,115.12,575.62
G1007,6,90.0,540.0
G5115,1,328.25,328.25
G1671,5,121.52,607.62
G3980,1,303.6,303.6
G2458,6,112.22,673.35
G1298,5,116.26,581.31
G1692,5,117.43,587.15
G2613,5,125.39,626.93
G4739,2,323.81,647.63
G2640,6,117.32,703.9
G5054,1,330.01,330.01
G4352,2,307.13,614.25
G1210,7,103.74,726.18
G0636,4,117.67,470.67
G5493,1,333.4,333.4
G1492,8,105.42,843.39
G2058,6,115.19,691.17
G5285,1,320.33,320.33
G5552,1,328.65,328.65
G4193,1,346.16,346.16
G5370,2,348.81,697.61
G5141,1,312.52,312.52
G3820,1,346.63,346.63
G5667,1,342.64,342.64
G2637,6,135.85,815.08
G0713,5,117.81,589.05
G1243,5,109.1,545.51
G4615,2,332.73,665.45
G0571,6,112.03,672.15
G5451,1,321.28,321.28
G4953,1,342.66,342.66
G4689,1,348.17,348.17
G4114,1,331.34,331.34
G2560,6,122.75,736.51
G1539,4,112.81,451.25
G2005,4,122.33,489.31
G4082,2,310.39,620.77
G2387,5,128.51,642.55
G4258,2,326.07,652.13
G1056,5,117.06,585.32
G5466,1,327.88,327.88
G5563,2,312.23,624.45
G5099,2,338.42,676.85
G3644,1,330.96,330.96
G3010,1,347.22,347.22
G3127,2,338.56,677.13
G2122,6,110.64,663.83
G1005,6,101.33,607.99
G5882,1,325.0,325.0
G3943,2,360.33,720.67
G3215,1,320.74,320.74
G5806,1,321.57,321.57
G1412,6,114.39,686.34
G0030,5,115.34,576.72
G4551,2,319.66,639.32
G3771,1,271.16,271.16
G0183,4,103.96,415.85
G4991,2,328.54,657.08
G3046,1,307.73,307.73
G4813,2,328.5,656.99
G5700,1,308.16,308.16
G3308,2,335.59,671.19
G1826,6,117.41,704.47
G5021,1,338.32,338.32
G1807,6,107.61,645.66
G4214,1,328.32,328.32
G4368,1,338.07,338.07
G3669,2,316.13,632.25
G0740,7,101.52,710.64
G4222,1,327.02,327.02
G5177,2,333.93,667.86
G1263,6,122.6,735.57
G2743,6,115.2,691.23
G2645,4,122.61,490.42
G1597,6,112.22,673.35
G3305,1,344.93,344.93
G1870,5,109.78,548.89
G1888,6,131.1,786.57
G4111,1,319.55,319.55
G2672,6,115.46,692.76
G1783,4,98.09,392.37
G0961,6,107.68,646.1
G0985,5,117.43,587.14
G4157,2,313.54,627.09
G1964,6,118.09,708.54
G0279,6,115.8,694.78
G2146,7,116.23,813.64
G0014,4,101.03,404.12
G2628,6,124.52,747.15
G0918,6,120.48,722.9
G0455,5,90.0,450.0
G1701,6,105.07,630.43
G0027,4,116.9,467.62
G3490,2,334.03,668.07
G1493,5,109.11,545.53
G3994,2,307.52,615.04
G4161,2,307.6,615.2
G1914,6,116.58,699.48
G5696,2,314.8,629.59
G5440,2,330.27,660.55
G1660,7,106.98,748.84
G1240,7,114.22,799.52
G3862,3,337.09,1011.27
G4664,2,304.27,608.55
G2390,7,93.22,652.54
G0292,5,90.12,450.61
G5262,3,321.39,964.18
G3473,2,302.13,604.25
G5526,1,335.04,335.04
G2982,7,131.23,918.63
G3203,3,322.64,967.92
G1496,8,131.77,1054.19
G2164,7,115.16,806.12
G1595,3,114.92,344.76
G3075,3,360.82,1082.45
G2842,4,103.03,412.14
G4406,2,345.68,691.35
G1260,5,106.12,530.61
G1618,5,90.0,450.0
G1162,8,119.8,958.39
G4003,2,321.04,642.08
G3312,2,315.7,631.41
G4362,2,319.04,638.08
G5639,2,326.86,653.71
G3929,1,340.32,340.32
G1194,6,90.74,544.42
G3787,2,332.89,665.79
G5455,1,366.62,366.62
G3363,1,329.56,329.56
G2294,5,105.82,529.09
G3211,2,308.23,616.46
G5899,1,304.35,304.35
G1157,5,120.27,601.33
G3431,1,342.94,342.94
G5739,2,311.62,623.23
G3666,1,349.11,349.11
G2926,6,106.39,638.36
G1099,6,113.68,682.07
G4978,2,321.18,642.36
G5752,2,352.12,704.23
G1467,7,123.5,864.51
G3552,2,331.08,662.17
G4922,2,309.57,619.15
G5682,2,325.7,651.4
G0152,6,111.31,667.85
G3492,1,329.32,329.32
G1868,7,114.64,802.46
G2749,6,114.82,688.93
G0711,6,100.64,603.85
G5472,2,328.13,656.26
G2069,7,114.79,803.56
G5841,1,338.97,338.97
G3199,1,292.69,292.69
G4228,1,331.3,331.3
G4076,2,325.34,650.69
G2349,6,95.01,570.07
G1430,5,110.17,550.86
G0177,6,100.33,601.99
G5227,1,370.72,370.72
G3634,1,319.62,319.62
G5676,2,318.0,635.99
G4485,1,338.54,338.54
G3503,2,332.63,665.27
G4839,1,321.76,321.76
G0712,5,101.84,509.21
G2557,3,115.76,347.27
G4932,2,357.76,715.52
G1613,6,129.42,776.52
G1564,6,117.19,703.16
G3637,2,328.86,657.71
G4283,3,345.63,1036.9
G1623,6,106.13,636.76
G0305,5,126.01,630.04
G5970,2,289.39,578.77
G5881,1,331.25,331.25
G4359,1,324.58,324.58
G1259,5,114.08,570.41
G4216,2,315.52,631.05
G3284,2,340.53,681.06
G4786,2,343.75,687.5
G2582,6,125.23,751.38
G4990,2,342.07,684.15
G2986,5,109.31,546.54
G3168,1,315.02,315.02
G1612,4,94.8,379.2
G0047,5,126.59,632.95
G0453,5,113.72,568.62
G1098,4,109.1,436.4
G2812,5,129.42,647.1
G5260,2,314.05,628.1
G0282,6,115.3,691.8
G4514,1,308.82,308.82
G4372,2,326.65,653.29
G0087,6,114.43,686.6
G1346,4,115.27,461.09
G1340,6,111.83,670.96
G5895,1,324.19,324.19
G0624,7,115.47,808.29
G3121,1,297.12,297.12
G1515,5,113.22,566.1
G2973,4,121.86,487.43
G5079,2,312.34,624.69
G4946,1,348.15,348.15
G0615,8,121.93,975.43
G0140,4,112.32,449.29
G0191,5,110.9,554.52
G3959,3,339.76,1019.28
G3169,1,334.09,334.09
G3472,1,353.64,353.64
G4761,2,344.01,688.02
G2618,6,111.74,670.44
G2745,3,97.31,291.93
G3712,2,340.17,680.34
G0924,5,98.88,494.42
G1876,7,104.86,733.99
G1507,6,121.9,731.43
G2498,5,108.48,542.42
G3947,1,294.85,294.85
G4037,1,325.43,325.43
G4886,2,346.22,692.44
G5029,1,335.48,335.48
G2416,6,121.45,728.68
G3991,2,351.5,703.01
G2199,5,106.54,532.68
G5202,2,308.22,616.44
G5190,2,304.11,608.21
G3925,1,330.7,330.7
G4102,1,333.01,333.01
G1591,4,108.86,435.46
G4323,1,345.56,345.56
G3130,1,344.92,344.92
G3419,2,331.62,663.23
G5401,2,327.61,655.23
G5536,2,350.93,701.85
G5615,1,324.49,324.49
G2776,5,101.97,509.86
G5428,1,321.15,321.15
G2722,5,132.22,661.11
G1182,7,109.91,769.36
G1600,5,128.1,640.51
G0358,5,93.71,468.56
G0729,5,103.0,515.02
