Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_257,4.9,242.2,1.6
G_5887,6.7,94.8,2.5
G_2236,74.5,145.8,7.2
G_648,2.9,184.9,2.0
G_1768,2.7,252.6,2.0
G_4106,2.7,97.8,4.3
G_3936,72.7,132.5,7.4
G_5413,6.1,70.7,1.4
G_3950,60.1,156.0,5.2
G_025,2.2,150.0,1.7
G_1089,2.6,171.2,2.0
G_5112,5.7,76.9,1.1
G_4166,6.3,77.0,1.0
G_113,3.1,221.0,2.8
G_2312,78.2,180.0,6.2
G_4648,4.1,65.8,2.1
G_057,1.7,208.1,2.7
G_1310,3.7,220.0,1.5
G_696,2.5,255.8,1.9
G_4367,4.5,68.9,3.3
G_1228,2.8,251.2,2.2
G_2000,1.9,229.0,1.4
G_277,3.3,237.0,1.7
G_4061,3.8,85.8,2.3
G_3008,80.3,149.6,5.9
G_1834,3.4,184.4,2.4
G_683,2.2,211.8,2.7
G_3140,80.3,145.9,6.7
G_4335,0.3,65.6,3.1
G_1138,1.2,194.5,2.4
G_3753,72.2,108.5,5.6
G_3783,61.6,107.8,4.2
G_3012,60.5,104.0,6.8
G_4089,7.5,68.3,1.1
G_4834,7.7,79.8,1.9
G_1347,1.0,212.9,1.9
G_2551,59.8,103.4,6.0
G_4923,4.0,74.6,3.2
G_2802,46.4,106.9,7.8
G_2385,66.6,132.5,6.5
G_4767,5.0,76.7,1.7
G_4177,1.0,89.9,1.3
G_3254,74.5,103.7,8.0
G_2610,63.1,114.6,6.0
G_3255,70.8,134.4,6.5
G_2570,79.3,95.6,9.4
G_2754,65.5,122.5,5.3
G_4989,4.1,83.5,2.7
G_4927,7.7,80.3,1.9
G_082,3.5,235.0,1.7
G_1973,4.0,228.7,2.3
G_1715,2.2,245.3,2.2
G_3143,60.5,135.0,5.0
G_3623,48.0,133.6,6.8
G_1947,3.6,233.4,1.7
G_3318,78.7,110.1,7.6
G_4085,3.4,69.1,1.8
G_4710,6.6,74.9,3.2
G_1611,2.6,220.9,2.3
G_4641,2.1,95.4,2.6
G_2891,75.2,124.0,7.1
G_3246,50.6,114.7,6.9
G_5864,5.2,54.9,2.2
G_4626,5.9,97.4,1.4
G_666,3.2,185.8,1.9
G_2195,30.0,132.2,6.5
G_5723,4.1,64.5,1.8
G_5101,5.5,89.7,2.9
G_1018,2.3,150.0,3.0
G_558,2.4,220.1,2.2
G_4399,2.3,77.6,3.2
G_5767,3.5,74.8,2.8
G_1208,2.0,240.8,1.7
G_3803,48.1,176.1,6.2
G_3025,77.1,130.9,7.2
G_1511,1.3,250.5,2.1
G_5115,10.4,65.7,2.6
G_5550,6.5,72.8,1.7
G_4202,8.4,76.8,2.9
G_4568,4.3,79.4,3.1
G_267,5.4,175.5,2.1
G_2689,33.7,170.7,8.8
G_5463,6.4,80.9,1.9
G_2112,41.0,91.4,9.8
G_2944,74.4,136.9,6.5
G_1910,3.2,201.6,1.5
G_3106,54.2,123.1,4.2
G_3904,42.4,129.2,5.5
G_3952,74.7,134.5,4.0
G_4237,9.6,78.5,2.5
G_3571,43.7,122.5,8.5
G_4824,6.3,79.8,2.1
G_3218,83.3,135.4,6.8
G_1785,3.1,231.6,1.9
G_1238,2.2,188.6,2.6
G_4992,3.8,84.1,3.5
G_4701,4.6,71.4,3.8
G_4201,5.7,61.0,3.6
G_4866,5.6,73.7,3.0
G_5921,6.8,76.3,1.0
G_2187,66.3,141.1,5.1
G_3448,52.7,118.9,8.2
G_909,4.0,208.7,2.1
G_4319,7.3,80.7,1.7
G_1304,1.9,194.4,2.3
G_5602,5.1,67.3,2.3
G_1628,4.9,239.1,2.5
G_1523,2.7,195.9,2.4
G_836,3.4,212.5,2.0
G_359,3.5,175.6,2.3
G_139,4.2,189.0,2.4
G_300,3.9,182.4,1.6
G_1557,4.4,236.0,2.0
G_1004,2.0,267.2,1.8
G_383,1.0,228.6,1.7
G_4195,6.4,63.7,4.0
G_762,3.2,199.9,2.3
G_5722,3.7,81.0,3.8
G_2955,45.0,124.4,6.0
G_4175,1.1,59.1,2.9
G_4848,2.7,78.3,2.7
G_4440,6.3,63.6,3.1
G_1403,4.8,224.9,2.3
G_2938,53.1,174.8,6.4
G_5844,5.0,100.0,3.6
G_1933,2.3,242.2,2.1
G_3211,95.5,101.0,8.5
G_2898,43.1,136.1,6.0
G_5568,3.3,89.7,2.1
G_5144,5.0,78.1,3.8
G_2828,59.8,136.7,7.4
G_3871,82.9,131.2,9.5
G_2756,30.0,155.4,7.0
G_059,3.5,226.6,2.5
G_077,3.1,235.4,1.8
G_797,2.9,234.3,2.2
G_2417,40.7,128.7,8.9
G_2986,51.7,163.3,7.3
G_4388,2.2,69.2,2.6
G_786,4.6,211.2,1.8
G_5018,7.2,73.0,2.9
G_5068,6.1,82.7,2.7
G_2218,42.1,89.1,4.0
G_5322,3.3,78.5,3.6
G_5029,3.8,72.9,2.2
G_3505,50.0,167.0,9.8
G_3371,63.1,99.9,5.9
G_3983,58.9,140.5,4.0
G_4629,5.4,67.6,3.7
G_911,2.5,206.6,1.7
G_2173,54.3,135.3,8.0
G_3519,30.0,126.0,8.3
G_2310,60.4,124.7,8.1
G_5895,5.9,67.2,1.0
G_1258,3.6,202.2,1.6
G_2496,65.7,144.8,6.6
G_4521,5.0,80.0,2.6
G_4886,4.6,87.7,4.0
G_1179,1.5,244.4,1.9
G_4514,6.7,69.9,2.6
G_4899,2.5,73.7,2.8
G_443,1.0,187.7,2.3
G_4067,5.7,81.7,3.2
G_3039,30.0,145.5,7.2
G_3297,47.6,114.8,5.8
G_5720,1.9,82.6,3.0
G_1055,2.2,263.4,1.4
G_2670,70.5,146.0,6.1
G_4597,5.0,76.6,3.1
G_3045,72.0,124.0,7.0
G_1416,4.4,216.3,2.3
G_2373,76.8,135.0,7.5
G_4238,3.5,72.3,3.4
G_2973,88.7,116.8,9.7
G_5429,4.2,73.4,3.6
G_3686,73.5,149.8,7.8
G_5167,6.3,63.8,1.7
G_1503,1.8,221.1,2.1
G_4703,3.0,75.5,3.2
G_3845,83.9,121.4,7.1
G_2012,66.7,138.6,8.3
G_5257,8.7,84.2,1.8
G_5256,4.5,72.4,3.0
G_2860,73.5,93.7,6.2
G_4837,3.0,77.7,2.9
G_4532,3.9,75.2,3.5
G_3465,91.7,140.7,11.9
G_007,5.4,220.0,1.0
G_2488,38.9,110.3,8.4
G_679,4.4,222.4,2.4
G_1944,2.5,160.2,1.2
G_3717,49.3,135.2,7.6
G_5521,4.1,75.1,2.6
G_5644,2.4,82.8,3.6
G_4603,4.3,78.3,2.1
G_2608,62.8,165.0,6.8
G_4661,4.2,81.2,1.3
G_5517,5.9,70.2,2.6
G_1065,2.5,182.1,2.4
G_3733,53.9,155.4,8.4
G_2243,80.0,126.5,6.3
G_1475,1.8,202.1,1.9
G_4450,4.8,86.3,3.4
G_1890,3.0,241.2,1.8
G_3455,44.2,145.6,10.7
G_2022,66.0,118.7,7.9
G_5236,6.7,76.9,2.0
G_4271,1.0,73.2,2.4
G_2659,58.3,131.4,8.0
G_2468,52.8,158.0,8.7
G_2752,48.5,140.8,8.6
G_1131,3.5,217.8,2.2
G_1462,1.2,267.4,2.3
G_4690,4.8,69.5,2.9
G_5431,3.7,68.5,2.9
G_3309,44.2,134.4,6.3
G_3261,89.8,91.5,6.2
G_223,4.0,238.6,2.0
G_5563,1.2,74.9,2.5
G_049,3.5,211.8,1.9
G_574,2.7,218.7,1.7
G_1237,5.5,245.2,1.3
G_4562,4.5,58.9,2.1
G_5816,2.9,81.3,2.8
G_5390,3.7,82.8,3.6
G_2283,73.8,146.1,8.6
G_4079,8.4,69.4,2.4
G_268,1.0,228.0,1.0
G_1105,4.7,201.8,2.2
G_2306,74.7,146.0,5.1
G_5118,4.9,70.1,3.0
G_1936,1.0,229.7,2.2
G_387,3.5,214.2,1.7
G_1702,3.7,256.3,1.9
G_1629,3.1,181.4,1.6
G_3201,62.1,163.3,8.4
G_2715,30.6,152.2,6.6
G_2987,39.0,116.4,9.5
G_5246,3.4,64.0,2.2
G_1564,4.3,249.9,2.4
G_3579,51.6,108.4,8.8
G_210,8.8,220.0,1.4
G_910,6.2,251.4,1.6
G_1290,1.0,212.8,2.5
G_4529,6.5,88.4,2.8
G_4953,9.2,82.0,2.4
G_1843,2.2,244.5,1.3
G_2498,77.7,154.2,7.1
G_4905,1.7,60.4,2.1
G_4324,4.2,72.4,2.6
G_959,3.9,248.4,2.0
G_1794,4.0,214.0,2.1
G_2089,64.0,138.8,8.2
G_2703,30.0,101.1,6.4
G_332,1.7,218.2,1.4
G_3335,63.6,140.2,4.9
G_3882,56.4,125.1,6.5
G_2992,74.4,147.8,8.2
G_2460,61.9,161.8,9.5
G_1775,1.9,175.7,2.2
G_4212,5.0,92.1,2.7
G_4742,8.0,87.6,2.1
G_4152,4.5,72.5,3.4
G_4164,5.1,91.4,3.1
G_4868,5.3,90.4,2.2
G_5291,8.4,67.7,3.9
G_3766,59.5,124.0,8.1
G_2810,40.4,145.3,7.8
G_1711,4.7,184.1,2.0
G_4580,2.7,63.4,4.2
G_2479,56.3,174.3,9.9
G_1367,3.0,206.9,2.7
G_174,3.5,223.8,1.5
G_4040,2.9,80.4,2.4
G_4420,4.7,62.3,2.4
G_4444,2.1,87.1,3.1
G_5998,4.2,72.2,3.1
G_4093,5.0,60.1,2.0
G_1953,1.6,274.6,1.6
G_3204,47.3,124.3,6.8
G_3354,77.7,133.4,9.1
G_2037,72.9,98.9,6.5
G_3879,51.3,107.8,7.4
G_4401,6.5,74.5,2.4
G_019,1.6,235.9,1.7
G_001,3.7,203.1,1.6
G_2175,65.1,120.6,6.0
G_1357,2.2,222.0,1.2
G_5577,8.3,75.8,2.1
G_4773,6.4,83.8,1.0
G_3160,54.0,153.8,9.7
G_397,1.0,197.0,1.5
G_4508,4.1,69.1,2.5
G_3342,66.2,131.6,6.2
G_1813,5.4,198.6,2.1
G_3897,80.0,121.1,6.5
G_4350,2.3,68.0,3.0
G_817,3.4,232.1,2.7
G_1573,3.4,228.0,1.8
G_4731,1.5,51.2,2.2
G_1801,5.9,185.3,2.1
G_2281,61.7,123.7,7.5
G_5059,4.7,94.1,2.4
G_5822,8.4,82.9,1.0
G_3911,65.0,134.4,7.4
G_4536,1.9,59.9,2.4
G_5145,3.8,69.7,1.9
G_5172,7.3,92.7,3.2
G_4396,4.7,69.1,2.2
G_4156,3.1,71.5,1.9
G_3836,47.6,151.1,7.0
G_4732,6.1,72.6,2.3
G_5338,3.8,78.9,1.1
G_555,3.5,198.3,2.0
G_1160,2.5,227.8,1.4
G_1214,4.3,258.1,2.2
G_4033,4.8,85.9,2.0
G_1326,1.0,231.9,2.0
G_3287,76.1,138.6,6.2
G_3350,81.3,123.4,7.4
G_701,2.2,229.7,1.5
G_2701,77.9,161.8,6.2
G_4294,8.2,72.2,3.3
G_1848,1.7,208.4,1.5
G_4407,6.7,78.7,1.5
G_5635,0.5,75.2,2.3
G_1456,1.0,271.3,2.7
G_5020,4.5,72.9,2.6
G_5615,10.0,67.3,2.5
G_4128,6.6,61.4,3.4
G_867,3.4,199.0,2.1
G_4585,3.6,65.2,1.5
G_1645,1.4,199.7,2.4
G_2141,52.7,117.4,6.7
G_4464,4.7,73.7,3.3
G_3989,64.9,110.4,10.8
G_1491,2.2,211.8,1.8
G_5507,6.8,77.8,2.7
G_730,1.8,207.9,2.0
G_4583,4.8,77.5,2.1
G_3500,57.3,163.3,6.3
G_2621,30.0,114.2,6.4
G_1937,3.4,251.2,2.6
G_5552,5.3,78.1,1.7
G_1111,2.7,191.0,1.8
G_4871,5.4,78.3,1.7
G_5361,4.7,58.9,1.7
G_2395,46.5,113.3,8.1
G_1186,4.4,253.3,1.0
G_2008,36.2,160.0,5.8
G_194,1.1,185.9,1.0
G_1516,2.8,231.9,1.2
G_579,1.0,227.0,1.7
G_2124,63.2,129.7,4.6
G_1430,2.6,247.5,1.1
G_772,2.2,201.3,1.5
G_5206,2.4,81.1,2.4
G_2396,72.1,147.9,5.7
G_5942,3.2,85.7,1.8
G_1847,4.9,247.3,3.5
G_132,3.1,220.5,2.0
G_179,2.6,270.6,2.9
G_5356,4.7,70.9,1.2
G_3810,31.2,125.9,8.3
G_3568,41.6,140.3,6.6
G_2581,55.7,133.5,5.4
G_3626,72.7,116.4,4.3
G_4280,2.6,77.8,3.5
G_2653,48.8,141.3,6.4
G_4220,5.3,89.3,2.9
G_2074,66.8,114.1,7.7
G_659,3.3,224.3,2.1
G_1897,2.6,254.8,1.2
G_4412,3.6,69.4,2.4
G_4064,5.4,67.6,1.0
G_2222,59.5,149.3,6.7
G_5679,7.8,67.7,1.8
G_2380,61.1,134.6,6.8
G_1448,3.9,199.9,2.9
G_343,3.4,232.3,3.0
G_3605,64.6,147.1,6.2
G_2528,59.4,134.2,5.6
G_728,3.5,253.5,1.8
G_4723,3.1,79.5,2.2
G_977,2.3,251.6,2.7
G_3615,82.6,121.0,6.4
G_4162,6.4,71.9,2.4
G_1929,4.7,190.5,2.6
G_3695,69.3,125.4,6.2
G_5761,8.8,82.4,2.0
G_1300,3.5,248.4,2.1
G_4174,3.9,94.0,1.9
G_5509,2.8,78.9,2.7
G_661,2.1,190.6,2.7
G_1791,1.0,234.7,1.2
G_3391,79.2,127.6,4.9
G_5934,4.4,81.9,2.5
G_494,1.7,256.1,1.8
G_3113,79.7,151.2,7.0
G_4903,8.0,70.0,2.5
G_4990,5.9,71.8,1.5
G_3827,59.1,96.2,9.5
G_5523,7.6,52.2,1.8
G_1086,3.6,227.7,3.2
G_5663,8.1,77.2,1.7
G_695,3.9,228.3,1.9
G_1279,3.3,222.0,1.6
G_4230,3.6,81.1,3.0
G_1622,1.0,228.8,1.1
G_2562,80.2,144.2,7.9
G_5185,4.1,72.2,3.9
G_4009,4.3,66.9,2.2
G_068,4.5,216.6,2.1
G_4083,3.4,78.4,2.8
G_4838,3.8,70.6,2.0
G_2270,67.4,145.9,7.8
G_5780,5.3,82.6,2.3
G_4726,7.0,98.0,2.5
G_821,2.2,213.0,1.9
G_1227,3.1,198.8,1.8
G_1678,5.3,216.2,2.7
G_5012,3.0,90.5,2.4
G_2868,47.9,113.1,5.8
G_4377,5.3,69.2,3.8
G_2368,30.0,137.7,7.8
G_4026,6.0,91.2,1.7
G_3922,77.6,134.5,7.5
G_2513,48.6,134.8,6.9
G_2724,30.0,136.4,7.1
G_5344,4.6,90.1,2.9
G_5452,5.3,79.2,3.1
G_4435,3.4,76.9,1.3
G_1144,3.2,204.9,1.8
G_398,5.0,194.9,1.5
G_787,4.3,200.8,2.4
G_5140,4.7,88.0,3.8
G_3908,55.8,176.5,4.3
G_1399,4.8,276.8,1.1
G_1660,4.7,275.3,1.7
G_5736,6.6,90.5,3.0
G_2221,78.0,97.0,9.0
G_980,4.1,225.0,1.0
G_2332,39.6,152.9,6.2
G_1299,3.4,191.2,2.3
G_5420,5.7,71.5,2.6
G_083,5.2,183.9,2.8
G_3101,56.7,123.2,7.6
G_3482,64.4,121.3,7.5
G_4794,4.3,59.8,4.0
G_4530,5.0,68.8,2.1
G_5634,5.0,74.6,1.8
G_5515,5.3,78.6,1.7
G_2904,53.0,133.2,7.8
G_424,4.5,218.9,2.5
G_5190,5.0,75.0,3.2
G_1905,2.8,260.4,1.6
G_5440,4.1,91.5,1.4
G_1531,3.2,257.4,2.6
G_4252,2.4,76.4,1.0
G_1566,2.6,221.3,2.3
G_4437,5.6,77.5,3.0
G_2750,57.3,123.8,6.8
G_840,2.7,216.0,1.7
G_501,4.4,234.3,1.5
G_4031,5.9,86.2,3.0
G_142,5.0,221.3,2.8
G_4950,5.5,73.4,2.5
G_2606,34.5,152.8,4.2
G_3506,30.0,149.8,7.2
G_1378,4.6,195.9,1.0
G_4662,4.9,87.1,2.3
G_5883,6.5,67.9,2.8
G_2267,61.1,146.7,6.4
G_5341,0.9,86.5,2.1
G_1139,3.9,231.8,1.7
G_2258,39.8,134.6,6.6
G_5446,7.7,79.7,3.5
G_1788,1.9,197.9,3.0
G_3635,87.8,128.6,8.5
G_551,3.1,180.4,2.7
G_460,1.2,231.8,2.3
G_2020,74.5,149.6,9.7
G_949,2.9,215.3,1.8
G_3219,43.3,112.0,8.0
G_5181,5.5,71.0,1.0
G_533,2.9,233.9,2.3
G_3843,69.9,119.1,8.2
G_1830,3.0,232.0,2.7
G_5407,2.0,74.0,2.4
G_5293,6.1,70.5,2.9
G_4775,4.7,85.0,3.6
G_3915,54.9,143.1,5.3
G_1603,2.0,271.2,1.9
G_2239,48.7,162.3,4.7
G_640,1.1,229.9,1.0
G_5793,6.8,51.8,1.9
G_968,5.7,205.7,2.6
G_5067,9.8,81.6,2.6
G_3712,40.0,143.6,7.1
G_1684,3.5,250.7,2.0
G_2249,34.6,180.0,8.2
G_4127,4.7,76.5,3.6
G_5360,7.0,65.7,1.7
G_3320,32.9,108.0,5.8
G_156,1.9,204.6,1.9
G_2296,70.2,150.5,6.6
G_3524,66.8,173.4,5.6
G_4020,5.4,73.7,3.3
G_1090,2.7,223.6,1.6
G_5820,5.3,82.4,1.1
G_2320,58.4,120.1,10.1
G_2941,53.6,158.3,5.3
G_5072,5.9,80.2,2.5
G_289,3.4,205.1,2.8
G_931,2.2,241.7,2.5
G_2910,46.6,143.7,6.0
G_3586,47.7,98.5,8.6
G_4657,7.7,77.1,2.0
G_2885,62.7,164.8,8.3
G_3378,69.1,154.4,8.5
G_3221,76.6,135.7,5.6
G_5445,11.4,68.6,3.0
G_3001,71.8,145.3,5.2
G_4451,4.6,73.3,3.1
G_4698,4.7,67.3,2.5
G_5914,1.1,69.3,2.5
G_943,4.0,236.0,2.0
G_2355,30.0,173.9,8.0
G_4765,5.4,93.0,2.4
G_5789,6.6,62.9,1.6
G_5594,7.5,87.9,2.8
G_1699,3.8,243.3,1.9
G_5647,5.0,66.0,2.7
G_5200,6.2,87.3,2.5
G_3546,67.1,127.5,8.9
G_3978,70.8,112.0,4.9
G_5015,3.7,83.2,2.7
G_986,1.3,196.0,2.8
G_5279,3.3,76.8,3.7
G_3108,57.8,139.0,6.2
G_3166,58.3,128.7,7.3
G_5727,6.1,88.7,3.0
G_982,3.6,251.8,2.4
G_3529,37.7,133.5,7.9
G_3263,65.8,142.2,6.9
G_5459,6.5,67.8,2.7
G_3443,61.4,110.6,6.2
G_4297,4.3,71.5,2.4
G_3498,91.9,144.5,6.0
G_1474,3.0,193.5,1.7
G_4551,6.0,66.8,3.5
G_4458,4.4,84.9,1.3
G_4883,2.9,83.9,1.9
G_1458,3.6,210.6,1.9
G_1396,3.3,185.4,2.4
G_265,2.6,237.0,2.0
G_2749,52.4,90.9,4.2
G_3394,54.8,129.4,4.0
G_2693,56.4,140.6,8.6
G_930,2.9,244.6,1.9
G_4221,6.1,83.0,2.5
G_5704,3.5,75.7,3.2
G_2401,65.0,134.7,6.9
G_2179,83.9,145.1,9.3
G_3807,66.4,133.1,4.9
G_247,2.3,197.5,2.1
G_1595,1.0,251.5,2.6
G_1759,5.4,226.9,1.7
G_5837,6.8,75.7,2.9
G_4055,4.7,74.2,2.8
G_924,1.9,218.4,2.7
G_3323,53.2,131.9,7.2
G_269,2.3,207.4,1.4
G_670,4.6,235.6,2.0
G_4257,6.6,83.4,1.6
G_1911,5.6,184.6,2.3
G_4397,8.6,89.5,1.3
G_1153,2.0,150.0,2.3
G_4919,3.3,74.4,2.1
G_5773,4.7,67.0,1.2
G_4501,6.0,86.7,1.8
G_2697,75.0,176.9,9.1
G_2592,42.3,97.3,6.4
G_5073,6.4,85.8,3.2
G_1782,2.9,211.8,1.7
G_2414,65.0,135.2,6.2
G_3014,71.0,133.0,5.8
G_5239,6.4,69.5,2.1
G_2308,72.9,168.2,7.6
G_3823,52.6,113.9,8.1
G_688,2.4,181.6,1.5
G_1916,2.2,217.7,1.6
G_5646,4.1,75.4,2.4
G_613,3.4,215.0,2.7
G_3072,45.9,119.6,4.6
G_3406,85.0,166.1,7.9
G_2268,74.5,108.6,6.8
G_5753,4.2,80.1,4.0
G_2534,78.8,157.7,8.2
G_040,3.3,175.8,1.7
G_1899,3.8,230.7,2.0
G_1650,6.9,209.2,2.5
G_3472,55.4,161.5,6.8
G_259,3.7,154.9,2.0
G_2925,30.0,107.6,7.1
G_2435,62.0,124.2,7.4
G_848,6.7,199.1,1.7
G_2823,47.0,135.3,4.6
G_4402,6.4,62.0,3.0
G_5085,4.7,50.8,2.0
G_3955,80.3,135.1,5.8
G_3642,61.3,137.5,7.0
G_1234,6.9,267.8,1.9
G_1128,1.9,253.0,2.0
G_3490,72.1,135.4,8.8
G_1968,2.8,172.8,2.6
G_559,3.6,228.2,1.7
G_905,3.3,182.1,2.3
G_2615,71.5,129.8,7.3
G_485,1.9,206.3,2.0
G_2212,61.9,142.8,7.6
G_1321,3.1,224.9,2.1
G_3333,95.5,118.5,7.8
G_2556,39.0,133.6,4.7
G_008,4.2,199.6,1.7
G_2316,70.7,145.4,8.4
G_5079,7.0,57.0,2.3
G_4385,4.2,89.5,1.9
G_4316,6.5,73.5,3.5
G_5268,6.5,89.2,2.7
G_1451,3.5,208.1,1.8
G_1202,2.4,230.6,1.7
G_2427,47.8,146.6,6.9
G_2649,76.6,134.9,6.5
G_1815,2.6,188.4,1.0
G_2727,47.9,180.0,6.3
G_774,4.5,181.3,2.0
G_2275,54.0,107.5,5.9
G_1012,3.3,253.1,2.4
G_4060,5.6,65.0,1.8
G_3468,54.5,92.8,7.2
G_1992,4.1,208.2,2.2
G_1278,3.6,223.4,1.4
G_1784,4.1,190.7,3.0
G_4254,6.7,83.5,3.1
G_447,3.5,227.4,1.6
G_881,6.8,164.0,2.5
G_4054,3.7,65.6,2.1
G_5347,5.0,72.6,2.0
G_2728,56.6,148.1,4.8
G_3049,40.9,126.1,6.7
G_782,1.0,203.8,2.1
G_2652,54.8,141.2,7.4
G_5828,4.4,72.4,3.1
G_1750,4.5,183.1,1.5
G_2127,77.6,147.6,7.7
G_4422,1.9,66.0,3.4
G_2792,53.2,121.5,6.3
G_2424,62.1,112.6,7.0
G_5858,4.2,95.7,2.9
G_5169,3.8,82.2,4.2
G_884,4.6,231.4,2.2
G_3358,56.5,145.0,7.9
G_1092,2.9,239.0,1.6
G_5623,6.2,73.9,3.7
G_5129,2.3,72.4,2.4
G_532,1.0,196.8,2.5
G_3591,47.3,147.5,7.8
G_2439,67.6,129.5,9.4
G_4862,4.0,71.3,3.2
G_5065,5.1,77.1,1.4
G_3956,91.5,143.9,6.3
G_4967,6.0,75.2,2.2
G_2291,56.4,128.2,5.5
G_1728,4.2,246.7,1.9
G_611,4.0,236.3,2.0
G_571,3.0,221.0,1.7
G_3775,72.2,124.0,9.0
G_1318,2.5,195.4,1.9
G_344,2.2,206.8,2.5
G_588,1.7,214.9,2.5
G_4678,6.0,67.0,2.1
G_637,4.2,224.8,2.3
G_435,5.3,225.6,1.7
G_1904,3.6,196.4,2.5
G_098,3.4,193.2,1.7
G_4929,2.0,58.4,2.1
G_3426,68.1,130.5,6.4
G_4421,3.1,76.4,2.5
G_2070,52.5,122.8,6.5
G_1538,2.2,199.7,1.8
G_3207,64.2,151.1,7.7
G_4547,4.5,80.2,2.0
G_4772,6.3,83.6,1.1
G_3324,63.7,97.7,9.4
G_1518,3.9,230.6,2.3
G_966,5.2,213.5,1.9
G_5276,2.1,50.0,1.9
G_529,3.4,271.4,2.0
G_177,3.0,179.8,2.0
G_2471,60.6,128.5,7.8
G_4522,4.0,76.5,4.4
G_3600,63.8,123.5,6.8
G_3002,33.3,151.5,7.6
G_5866,8.0,68.6,2.4
G_573,3.5,212.5,2.4
G_3266,50.2,143.5,9.0
G_593,3.7,218.9,2.3
G_4975,7.3,85.6,1.5
G_3063,49.3,138.0,4.3
G_3483,51.6,101.8,6.4
G_2375,57.4,126.3,7.2
G_3065,63.5,139.1,8.9
G_5628,7.8,80.9,4.8
G_4333,6.0,62.1,1.2
G_3657,82.8,142.1,9.2
G_2209,59.1,108.4,7.0
G_4417,3.9,57.6,1.0
G_2493,74.4,127.7,5.4
G_3902,43.1,137.4,5.1
G_384,2.2,218.8,2.1
G_853,2.0,192.4,2.3
G_1881,4.4,227.5,1.0
G_371,3.0,216.1,1.1
G_3363,75.9,129.4,5.7
G_4232,6.1,73.0,2.0
G_5205,6.5,78.8,1.4
G_5171,3.1,73.6,1.8
G_5958,6.6,83.3,1.0
G_1106,1.4,229.0,2.1
G_4685,3.2,67.5,4.6
G_2362,76.9,135.1,5.9
G_5154,7.6,82.3,4.1
G_1337,2.1,185.9,1.7
G_2190,79.2,148.9,10.2
G_5503,6.5,91.6,3.7
G_5404,3.5,93.5,2.3
G_4849,1.9,87.8,2.9
G_2247,68.1,130.4,5.0
G_5975,5.5,75.7,2.4
G_5812,5.1,92.5,3.4
G_1172,3.4,235.2,1.4
G_3993,84.6,143.2,6.4
G_3809,84.6,88.6,8.6
G_1423,2.5,230.6,2.5
G_2687,52.3,107.6,4.5
G_5381,6.7,78.1,5.0
G_3319,65.3,120.7,6.9
G_5814,4.5,71.0,2.9
G_5708,5.7,68.5,1.5
G_1465,2.1,224.4,1.0
G_875,3.0,219.2,1.7
G_2298,43.0,137.5,9.4
G_2644,50.0,133.7,6.7
G_3946,45.9,94.4,7.1
G_5191,3.3,64.4,2.9
G_1252,4.3,227.5,1.7
G_3327,77.7,114.1,7.2
G_841,2.9,227.4,1.6
G_4229,6.9,71.3,2.1
G_582,2.4,229.7,1.5
G_205,1.0,196.1,2.1
G_1642,5.1,215.4,1.7
G_2015,67.2,122.5,8.2
G_906,3.1,238.8,2.5
G_632,5.3,231.6,1.7
G_4245,8.1,81.9,2.1
G_1975,3.0,228.9,2.2
G_163,4.7,232.5,1.9
G_4305,3.3,71.7,2.1
G_4056,5.5,84.4,2.1
G_5389,6.9,76.0,3.9
G_3514,53.0,125.0,4.9
G_618,4.1,222.0,1.0
G_876,5.7,197.3,1.5
G_1432,4.2,253.7,1.7
G_2974,77.5,156.6,7.7
G_5363,3.3,69.3,2.9
G_548,2.7,205.9,2.0
G_4872,5.2,83.7,2.0
G_5450,3.4,85.9,2.6
G_5049,4.9,85.4,2.6
G_3382,65.9,108.7,7.0
G_5810,6.9,75.3,2.8
G_5703,3.1,65.5,3.5
G_4891,7.0,68.1,2.8
G_2857,62.3,134.2,7.5
G_1862,4.2,200.3,2.6
G_2660,64.5,132.5,5.2
G_5506,7.7,74.3,3.5
G_641,2.5,265.2,2.4
G_5108,6.6,72.4,2.3
G_1010,2.2,208.2,1.9
G_5863,3.3,70.5,1.9
G_638,3.1,243.5,1.4
G_4900,6.6,66.3,3.7
G_4505,4.7,80.4,2.9
G_2309,59.0,117.2,6.8
G_4169,4.8,70.5,3.9
G_3146,67.1,95.9,8.3
G_3782,75.2,151.4,6.1
G_2097,42.8,153.1,8.0
G_5520,3.9,76.9,2.6
G_1957,1.0,217.7,1.9
G_1373,1.0,256.3,1.5
G_4023,6.1,66.1,3.2
G_922,1.5,238.6,2.2
G_547,3.9,185.6,1.9
G_1450,3.0,209.7,1.3
G_2805,47.0,138.0,8.4
G_2611,70.2,120.8,6.7
G_1901,4.0,206.1,2.0
G_2758,67.4,135.9,6.8
G_2029,30.5,97.5,4.4
G_2302,38.4,120.4,5.5
G_1886,3.4,233.4,2.8
G_1643,2.9,195.3,1.0
G_973,4.3,185.8,1.5
G_5765,5.1,90.1,3.2
G_2098,61.3,153.3,7.5
G_5209,5.3,100.0,1.8
G_4576,2.8,76.8,2.7
G_5491,3.3,64.0,1.0
G_5959,8.1,84.1,3.1
G_837,5.3,267.6,1.8
G_602,1.6,235.5,2.5
G_2185,59.1,131.1,6.1
G_4769,4.5,51.6,2.0
